,Genus,Species,gt,rep,mt,Tav,Rmt,SLA,N
ecanadensis_gt35C_r2_mt14_data,Elymus,canadensis,gt35,r2,mt14,13.9392307692308,0.433028899443667,160.948721898152,1.49
ecanadensis_gt35C_r2_mt23_data,Elymus,canadensis,gt35,r2,mt23,23.1007692307692,0.599496068820894,160.948721898152,1.49
ecanadensis_gt35C_r2_mt35_data,Elymus,canadensis,gt35,r2,mt35,34.9553846153846,0.911609804627535,160.948721898152,1.49
ecanadensis_gt35C_r2_mt32_data,Elymus,canadensis,gt35,r2,mt32,32.0353846153846,0.822346075106975,160.948721898152,1.49
ecanadensis_gt35C_r2_mt41_data,Elymus,canadensis,gt35,r2,mt41,40.9946153846154,1.12772518415356,160.948721898152,1.49
ecanadensis_gt35C_r2_mt50_data,Elymus,canadensis,gt35,r2,mt50,41.5838461538462,1.15134585676516,160.948721898152,1.49
ecanadensis_gt35C_r3_mt14_data,Elymus,canadensis,gt35,r3,mt14,13.9469230769231,0.399467323237415,194.781909513285,1.1
ecanadensis_gt35C_r3_mt23_data,Elymus,canadensis,gt35,r3,mt23,22.9992307692308,0.686990260026523,194.781909513285,1.1
ecanadensis_gt35C_r3_mt35_data,Elymus,canadensis,gt35,r3,mt35,34.9515384615385,1.07414140833137,194.781909513285,1.1
ecanadensis_gt35C_r3_mt32_data,Elymus,canadensis,gt35,r3,mt32,31.9792307692308,0.989024374047242,194.781909513285,1.1
ecanadensis_gt35C_r3_mt41_data,Elymus,canadensis,gt35,r3,mt41,40.9423076923077,1.19769758335945,194.781909513285,1.1
ecanadensis_gt35C_r3_mt50_data,Elymus,canadensis,gt35,r3,mt50,44.1353846153846,1.2300087026736,194.781909513285,1.1
ecanadensis_gt35C_r4_mt14_data,Elymus,canadensis,gt35,r4,mt14,13.8992307692308,0.49755960811625,142.404114681451,1.63
ecanadensis_gt35C_r4_mt23_data,Elymus,canadensis,gt35,r4,mt23,23.0884615384615,0.78028725256975,142.404114681451,1.63
ecanadensis_gt35C_r4_mt35_data,Elymus,canadensis,gt35,r4,mt35,34.9992307692308,1.16691259266199,142.404114681451,1.63
ecanadensis_gt35C_r4_mt32_data,Elymus,canadensis,gt35,r4,mt32,32.03,1.07586877737109,142.404114681451,1.63
ecanadensis_gt35C_r4_mt41_data,Elymus,canadensis,gt35,r4,mt41,41.0153846153846,1.32322765562663,142.404114681451,1.63
ecanadensis_gt35C_r4_mt50_data,Elymus,canadensis,gt35,r4,mt50,43.7038461538462,1.37632992161087,142.404114681451,1.63
gmax_gt15C_r1_mt14_data,Glycine,max,gt15,r1,mt14,14.0413835969231,0.0589363818083774,176.874475898819,2.21
gmax_gt15C_r1_mt23_data,Glycine,max,gt15,r1,mt23,23.1020353753846,0.262861022781958,176.874475898819,2.21
gmax_gt15C_r1_mt32_data,Glycine,max,gt15,r1,mt32,31.9859811346154,0.600422780331666,176.874475898819,2.21
gmax_gt15C_r1_mt41_data,Glycine,max,gt15,r1,mt41,40.9047602130769,0.727382899068132,176.874475898819,2.21
gmax_gt15C_r1_mt50_data,Glycine,max,gt15,r1,mt50,43.8376174338462,0.673836631655217,176.874475898819,2.21
gmax_gt15C_r2_mt23_data,Glycine,max,gt15,r2,mt23,22.9744476915385,1.14141664286119,223.351886430033,2.38
gmax_gt15C_r2_mt32_data,Glycine,max,gt15,r2,mt32,32.1339428230769,1.96824411550809,223.351886430033,2.38
gmax_gt15C_r2_mt41_data,Glycine,max,gt15,r2,mt41,41.0847766584615,3.27995117669423,223.351886430033,2.38
gmax_gt15C_r2_mt50_data,Glycine,max,gt15,r2,mt50,43.6636194084615,3.7847127127357,223.351886430033,2.38
gmax_gt15C_r3_mt14_data,Glycine,max,gt15,r3,mt14,13.9682106444444,0.51104486124132,202.75059568125,2.9
gmax_gt15C_r3_mt23_data,Glycine,max,gt15,r3,mt23,23.0578952215385,0.531367219282486,202.75059568125,2.9
gmax_gt15C_r3_mt32_data,Glycine,max,gt15,r3,mt32,32.0238915953846,0.608146845955245,202.75059568125,2.9
gmax_gt15C_r3_mt41_data,Glycine,max,gt15,r3,mt41,41.0846173215385,0.768289167968053,202.75059568125,2.9
gmax_gt15C_r3_mt50_data,Glycine,max,gt15,r3,mt50,46.6025484523077,0.92933528044125,202.75059568125,2.9
gmax_gt15C_r4_mt14_data,Glycine,max,gt15,r4,mt14,13.9585731946154,0.390758691556684,339.015573358393,2.88
gmax_gt15C_r4_mt23_data,Glycine,max,gt15,r4,mt23,23.0315407976923,1.04548687503663,339.015573358393,2.88
gmax_gt15C_r4_mt32_data,Glycine,max,gt15,r4,mt32,32.0423459261538,2.05851412460557,339.015573358393,2.88
gmax_gt15C_r4_mt41_data,Glycine,max,gt15,r4,mt41,40.9963786784615,3.00165523249313,339.015573358393,2.88
gmax_gt15C_r4_mt50_data,Glycine,max,gt15,r4,mt50,43.8335952753846,3.18071835485152,339.015573358393,2.88
gmax_gt15C_r5_mt14_data,Glycine,max,gt15,r5,mt14,13.95626369,0.410337084957083,284.923825615222,2.76
gmax_gt15C_r5_mt23_data,Glycine,max,gt15,r5,mt23,22.9583157761538,0.932258859476235,284.923825615222,2.76
gmax_gt15C_r5_mt15_data,Glycine,max,gt15,r5,mt15,15.1242289176923,0.460451831355541,284.923825615222,2.76
gmax_gt15C_r5_mt32_data,Glycine,max,gt15,r5,mt32,32.0065984,1.81918928277498,284.923825615222,2.76
gmax_gt15C_r5_mt41_data,Glycine,max,gt15,r5,mt41,40.9951685392308,3.02633425919679,284.923825615222,2.76
gmax_gt15C_r5_mt50_data,Glycine,max,gt15,r5,mt50,44.1162631692308,3.48304202889998,284.923825615222,2.76
gmax_gt15C_r6_mt14_data,Glycine,max,gt15,r6,mt14,14.0335199661538,0.56293330188757,237.808848296504,2.54
gmax_gt15C_r6_mt23_data,Glycine,max,gt15,r6,mt23,22.8994419384615,0.922437338236319,237.808848296504,2.54
gmax_gt15C_r6_mt15_data,Glycine,max,gt15,r6,mt15,14.9484357107692,0.591215451161094,237.808848296504,2.54
gmax_gt15C_r6_mt32_data,Glycine,max,gt15,r6,mt32,32.0036383415385,1.60018576966178,237.808848296504,2.54
gmax_gt15C_r6_mt41_data,Glycine,max,gt15,r6,mt41,41.0569997930769,2.89166811331315,237.808848296504,2.54
gmax_gt15C_r6_mt50_data,Glycine,max,gt15,r6,mt50,47.0127986015385,4.37097540477079,237.808848296504,2.54
gmax_gt20C_r1_mt14_data,Glycine,max,gt20,r1,mt14,13.9783021492308,0.259887283763817,194.077906753329,1.62
gmax_gt20C_r1_mt23_data,Glycine,max,gt20,r1,mt23,23.1042486330769,0.562958036372368,194.077906753329,1.62
gmax_gt20C_r1_mt20_data,Glycine,max,gt20,r1,mt20,19.9902776561538,0.439302833240423,194.077906753329,1.62
gmax_gt20C_r1_mt32_data,Glycine,max,gt20,r1,mt32,32.0440047338462,1.04802362089523,194.077906753329,1.62
gmax_gt20C_r1_mt41_data,Glycine,max,gt20,r1,mt41,41.0521698,1.71127780768887,194.077906753329,1.62
gmax_gt20C_r1_mt50_data,Glycine,max,gt20,r1,mt50,45.2674751292308,2.05411017114153,194.077906753329,1.62
gmax_gt20C_r2_mt14_data,Glycine,max,gt20,r2,mt14,16.3822771223077,0.607947221309945,175.32921566826,1.88
gmax_gt20C_r2_mt23_data,Glycine,max,gt20,r2,mt23,25.0860688153846,0.928374437672868,175.32921566826,1.88
gmax_gt20C_r2_mt20_data,Glycine,max,gt20,r2,mt20,19.9660060592308,0.70829911368401,175.32921566826,1.88
gmax_gt20C_r2_mt32_data,Glycine,max,gt20,r2,mt32,34.1603873323077,1.74430947438169,175.32921566826,1.88
gmax_gt20C_r2_mt41_data,Glycine,max,gt20,r2,mt41,41.3884459261538,3.31015641267969,175.32921566826,1.88
gmax_gt20C_r2_mt50_data,Glycine,max,gt20,r2,mt50,35.8121480207692,1.99760498635785,175.32921566826,1.88
gmax_gt20C_r3_mt14_data,Glycine,max,gt20,r3,mt14,13.93844465,0.619775541583176,200.594964665197,2.63
gmax_gt20C_r3_mt23_data,Glycine,max,gt20,r3,mt23,22.9531021115385,1.07758731601347,200.594964665197,2.63
gmax_gt20C_r3_mt20_data,Glycine,max,gt20,r3,mt20,19.9593884392308,0.904051971603912,200.594964665197,2.63
gmax_gt20C_r3_mt32_data,Glycine,max,gt20,r3,mt32,32.0607069446154,1.74965777281791,200.594964665197,2.63
gmax_gt20C_r3_mt41_data,Glycine,max,gt20,r3,mt41,40.9783736,2.61643341089712,200.594964665197,2.63
gmax_gt20C_r3_mt50_data,Glycine,max,gt20,r3,mt50,46.4228627146154,3.22961797298407,200.594964665197,2.63
gmax_gt25C_r1_mt14_data,Glycine,max,gt25,r1,mt14,13.95096478,0.0568714888378583,305.085935080764,3.87
gmax_gt25C_r1_mt23_data,Glycine,max,gt25,r1,mt23,23.0389188623077,0.520643264732788,305.085935080764,3.87
gmax_gt25C_r1_mt25_data,Glycine,max,gt25,r1,mt25,24.9279920130769,0.73146812790973,305.085935080764,3.87
gmax_gt25C_r1_mt32_data,Glycine,max,gt25,r1,mt32,32.0642568146154,1.81858975084913,305.085935080764,3.87
gmax_gt25C_r1_mt41_data,Glycine,max,gt25,r1,mt41,41.0630097015385,2.47023889087042,305.085935080764,3.87
gmax_gt25C_r1_mt50_data,Glycine,max,gt25,r1,mt50,44.0123320369231,2.2261761625738,305.085935080764,3.87
gmax_gt30C_r1_mt14_data,Glycine,max,gt30,r1,mt14,15.0554383009091,0.258390703419358,287.11054531193,3.18
gmax_gt30C_r1_mt23_data,Glycine,max,gt30,r1,mt23,23.1905419269231,0.346437832513754,287.11054531193,3.18
gmax_gt30C_r1_mt32_data,Glycine,max,gt30,r1,mt32,32.5363980807692,0.679641120699035,287.11054531193,3.18
gmax_gt30C_r1_mt41_data,Glycine,max,gt30,r1,mt41,40.9966721169231,1.70668006659639,287.11054531193,3.18
gmax_gt30C_r1_mt50_data,Glycine,max,gt30,r1,mt50,41.6318960930769,1.85076595111049,287.11054531193,3.18
gmax_gt30C_r2_mt14_data,Glycine,max,gt30,r2,mt14,13.9613474346154,0.75567376357425,306.619610777066,4.92
gmax_gt30C_r2_mt23_data,Glycine,max,gt30,r2,mt23,23.0605997357143,1.17682787977805,306.619610777066,4.92
gmax_gt30C_r2_mt32_data,Glycine,max,gt30,r2,mt32,31.9250435833333,1.72068287905622,306.619610777066,4.92
gmax_gt30C_r2_mt41_data,Glycine,max,gt30,r2,mt41,41.0611686707692,2.4131495177141,306.619610777066,4.92
gmax_gt30C_r2_mt50_data,Glycine,max,gt30,r2,mt50,46.8782691953846,2.90975556067987,306.619610777066,4.92
gmax_gt30C_r3_mt14_data,Glycine,max,gt30,r3,mt14,13.9894793584615,0.440246556141225,342.599038530058,4.58
gmax_gt30C_r3_mt23_data,Glycine,max,gt30,r3,mt23,22.9840729046154,1.01681458434053,342.599038530058,4.58
gmax_gt30C_r3_mt30_data,Glycine,max,gt30,r3,mt30,29.983695221,1.63844777405285,342.599038530058,4.58
gmax_gt30C_r3_mt32_data,Glycine,max,gt30,r3,mt32,31.97868494,1.82535787990572,342.599038530058,4.58
gmax_gt30C_r3_mt41_data,Glycine,max,gt30,r3,mt41,40.9960940683333,2.54824687612705,342.599038530058,4.58
gmax_gt30C_r3_mt50_data,Glycine,max,gt30,r3,mt50,45.0677789538462,2.72658684384425,342.599038530058,4.58
gmax_gt30C_r4_mt14_data,Glycine,max,gt30,r4,mt14,13.9150422892308,0.576559360746187,317.157658437694,5.13
gmax_gt30C_r4_mt23_data,Glycine,max,gt30,r4,mt23,23.0074154784615,1.2746911212095,317.157658437694,5.13
gmax_gt30C_r4_mt30_data,Glycine,max,gt30,r4,mt30,30.0274273792308,2.00301530796636,317.157658437694,5.13
gmax_gt30C_r4_mt32_data,Glycine,max,gt30,r4,mt32,31.9899432838462,2.21659170233928,317.157658437694,5.13
gmax_gt30C_r4_mt41_data,Glycine,max,gt30,r4,mt41,40.9855704684615,3.06612583833614,317.157658437694,5.13
gmax_gt30C_r4_mt50_data,Glycine,max,gt30,r4,mt50,43.7872393684615,3.23662859380157,317.157658437694,5.13
gmax_gt30C_r5_mt14_data,Glycine,max,gt30,r5,mt14,14.0030632746154,0.552782667941926,268.339387069906,3
gmax_gt30C_r5_mt23_data,Glycine,max,gt30,r5,mt23,22.9683576730769,1.06998229267145,268.339387069906,3
gmax_gt30C_r5_mt30_data,Glycine,max,gt30,r5,mt30,29.9563170207692,1.61319005288099,268.339387069906,3
gmax_gt30C_r5_mt32_data,Glycine,max,gt30,r5,mt32,31.94639294,1.78325218294762,268.339387069906,3
gmax_gt30C_r5_mt41_data,Glycine,max,gt30,r5,mt41,40.8981478761538,2.55415112775236,268.339387069906,3
gmax_gt30C_r5_mt50_data,Glycine,max,gt30,r5,mt50,41.6395034792308,2.61367619495939,268.339387069906,3
gmax_gt30C_r6_mt14_data,Glycine,max,gt30,r6,mt14,13.9232699323077,0.458691724323389,304.73218611823,3.58
gmax_gt30C_r6_mt23_data,Glycine,max,gt30,r6,mt23,22.9989584415385,1.06365776526198,304.73218611823,3.58
gmax_gt30C_r6_mt30_data,Glycine,max,gt30,r6,mt30,30.0255879615385,1.72558127670214,304.73218611823,3.58
gmax_gt30C_r6_mt32_data,Glycine,max,gt30,r6,mt32,32.0353441976923,1.92917886142827,304.73218611823,3.58
gmax_gt30C_r6_mt41_data,Glycine,max,gt30,r6,mt41,40.9998512269231,2.74305287806942,304.73218611823,3.58
gmax_gt30C_r6_mt50_data,Glycine,max,gt30,r6,mt50,45.2564186684615,2.98310589264323,304.73218611823,3.58
gmax_gt35C_r1_mt14_data,Glycine,max,gt35,r1,mt14,13.9825784238462,0.205064253525661,346.636190412806,5.19
gmax_gt35C_r1_mt23_data,Glycine,max,gt35,r1,mt23,22.9653687107692,0.893556664039901,346.636190412806,5.19
gmax_gt35C_r1_mt32_data,Glycine,max,gt35,r1,mt32,31.9953198433333,2.03148687917319,346.636190412806,5.19
gmax_gt35C_r1_mt41_data,Glycine,max,gt35,r1,mt41,40.7602316541667,2.39821650966336,346.636190412806,5.19
gmax_gt35C_r1_mt50_data,Glycine,max,gt35,r1,mt50,40.7519810015385,2.39854313409834,346.636190412806,5.19
gmax_gt35C_r2_mt14_data,Glycine,max,gt35,r2,mt14,13.9966693292308,0.340607148993785,371.565849085558,5.35
gmax_gt35C_r2_mt23_data,Glycine,max,gt35,r2,mt23,22.9580493346154,0.746561795022668,371.565849085558,5.35
gmax_gt35C_r2_mt35_data,Glycine,max,gt35,r2,mt35,34.9814130338462,1.56431641797231,371.565849085558,5.35
gmax_gt35C_r2_mt32_data,Glycine,max,gt35,r2,mt32,32.0042250715385,1.34676878805305,371.565849085558,5.35
gmax_gt35C_r2_mt41_data,Glycine,max,gt35,r2,mt41,40.9352114738462,1.97566131849154,371.565849085558,5.35
gmax_gt35C_r2_mt50_data,Glycine,max,gt35,r2,mt50,42.4591363769231,2.06785908926408,371.565849085558,5.35
gmax_gt35C_r3_mt14_data,Glycine,max,gt35,r3,mt14,13.9186811453846,0.563541820161691,377.21059554386,5.34
gmax_gt35C_r3_mt23_data,Glycine,max,gt35,r3,mt23,23.0112545307692,0.819940469177941,377.21059554386,5.34
gmax_gt35C_r3_mt35_data,Glycine,max,gt35,r3,mt35,35.0690850484615,1.41584837123839,377.21059554386,5.34
gmax_gt35C_r3_mt32_data,Glycine,max,gt35,r3,mt32,31.9563878876923,1.22307565512279,377.21059554386,5.34
gmax_gt35C_r3_mt41_data,Glycine,max,gt35,r3,mt41,40.92775022,1.88381366004373,377.21059554386,5.34
gmax_gt35C_r3_mt50_data,Glycine,max,gt35,r3,mt50,45.3439512969231,2.35671960140941,377.21059554386,5.34
osativa_gt15C_r1_mt14_data,Oryza,sativa,gt15,r1,mt14,13.9363636363636,0.347855328020332,234.111989811446,3.16
osativa_gt15C_r1_mt23_data,Oryza,sativa,gt15,r1,mt23,22.9422222222222,0.986653353410657,234.111989811446,3.16
osativa_gt15C_r1_mt15_data,Oryza,sativa,gt15,r1,mt15,16.07,0.460755337544462,234.111989811446,3.16
osativa_gt15C_r1_mt32_data,Oryza,sativa,gt15,r1,mt32,32.465,1.97140339784079,234.111989811446,3.16
osativa_gt15C_r1_mt41_data,Oryza,sativa,gt15,r1,mt41,40.365,2.54210850609324,234.111989811446,3.16
osativa_gt15C_r1_mt50_data,Oryza,sativa,gt15,r1,mt50,46.6190909090909,2.53066385168373,234.111989811446,3.16
osativa_gt15C_r3_mt14_data,Oryza,sativa,gt15,r3,mt14,13.9518181818182,0.222227219291934,225.130508155578,3.21
osativa_gt15C_r3_mt23_data,Oryza,sativa,gt15,r3,mt23,23.7955555555556,1.14296514934456,225.130508155578,3.21
osativa_gt15C_r3_mt15_data,Oryza,sativa,gt15,r3,mt15,14.9927272727273,0.273069362992708,225.130508155578,3.21
osativa_gt15C_r3_mt32_data,Oryza,sativa,gt15,r3,mt32,32.2454545454545,2.67836458364326,225.130508155578,3.21
osativa_gt15C_r3_mt41_data,Oryza,sativa,gt15,r3,mt41,40.9409090909091,3.76977921367591,225.130508155578,3.21
osativa_gt15C_r3_mt50_data,Oryza,sativa,gt15,r3,mt50,47.2009090909091,3.44675419345237,225.130508155578,3.21
osativa_gt15C_r4_mt14_data,Oryza,sativa,gt15,r4,mt14,13.9454545454545,0.0585357926068208,231.626730743885,3.14
osativa_gt15C_r4_mt23_data,Oryza,sativa,gt15,r4,mt23,23.2666666666667,0.454302990244293,231.626730743885,3.14
osativa_gt15C_r4_mt15_data,Oryza,sativa,gt15,r4,mt15,15.0122222222222,0.0770043718855482,231.626730743885,3.14
osativa_gt15C_r4_mt32_data,Oryza,sativa,gt15,r4,mt32,32.048,1.52891080920761,231.626730743885,3.14
osativa_gt15C_r4_mt41_data,Oryza,sativa,gt15,r4,mt41,41.0418181818182,2.5766846694711,231.626730743885,3.14
osativa_gt15C_r4_mt50_data,Oryza,sativa,gt15,r4,mt50,47.1090909090909,2.42664423335372,231.626730743885,3.14
osativa_gt20C_r1_mt14_data,Oryza,sativa,gt20,r1,mt14,13.9545454545455,0.100423178872133,218.022194223328,1.74
osativa_gt20C_r1_mt23_data,Oryza,sativa,gt20,r1,mt23,22.9455555555556,0.50263123828738,218.022194223328,1.74
osativa_gt20C_r1_mt20_data,Oryza,sativa,gt20,r1,mt20,19.9663636363636,0.310833163629118,218.022194223328,1.74
osativa_gt20C_r1_mt32_data,Oryza,sativa,gt20,r1,mt32,31.96,1.56234041053366,218.022194223328,1.74
osativa_gt20C_r1_mt41_data,Oryza,sativa,gt20,r1,mt41,40.8927272727273,2.99010349061204,218.022194223328,1.74
osativa_gt20C_r1_mt50_data,Oryza,sativa,gt20,r1,mt50,47.83,3.57315474085392,218.022194223328,1.74
osativa_gt20C_r2_mt14_data,Oryza,sativa,gt20,r2,mt14,14.0190909090909,0.198593378117249,219.905735207546,2.38
osativa_gt20C_r2_mt23_data,Oryza,sativa,gt20,r2,mt23,22.9627272727273,0.637961966949672,219.905735207546,2.38
osativa_gt20C_r2_mt20_data,Oryza,sativa,gt20,r2,mt20,19.95125,0.447861627087356,219.905735207546,2.38
osativa_gt20C_r2_mt32_data,Oryza,sativa,gt20,r2,mt32,32.0854545454545,1.46172681947711,219.905735207546,2.38
osativa_gt20C_r2_mt41_data,Oryza,sativa,gt20,r2,mt41,40.965,2.30757697477506,219.905735207546,2.38
osativa_gt20C_r2_mt50_data,Oryza,sativa,gt20,r2,mt50,46.3390909090909,2.57181713765887,219.905735207546,2.38
osativa_gt20C_r3_mt14_data,Oryza,sativa,gt20,r3,mt14,13.9945454545455,0.540744498416502,244.154156004251,3.55
osativa_gt20C_r3_mt23_data,Oryza,sativa,gt20,r3,mt23,22.9936363636364,1.20716668572824,244.154156004251,3.55
osativa_gt20C_r3_mt20_data,Oryza,sativa,gt20,r3,mt20,19.97,0.941876854823244,244.154156004251,3.55
osativa_gt20C_r3_mt32_data,Oryza,sativa,gt20,r3,mt32,31.9454545454545,2.21304557054291,244.154156004251,3.55
osativa_gt20C_r3_mt41_data,Oryza,sativa,gt20,r3,mt41,41.0036363636364,3.36006397560237,244.154156004251,3.55
osativa_gt20C_r3_mt50_data,Oryza,sativa,gt20,r3,mt50,46.7436363636364,3.95381493480808,244.154156004251,3.55
osativa_gt20C_r4_mt14_data,Oryza,sativa,gt20,r4,mt14,14.0063636363636,0.267983876635097,179.632575936528,1.98
osativa_gt20C_r4_mt23_data,Oryza,sativa,gt20,r4,mt23,22.9963636363636,0.808080179467839,179.632575936528,1.98
osativa_gt20C_r4_mt20_data,Oryza,sativa,gt20,r4,mt20,20.4354545454545,0.609991264516344,179.632575936528,1.98
osativa_gt20C_r4_mt32_data,Oryza,sativa,gt20,r4,mt32,32.1227272727273,1.77540960789792,179.632575936528,1.98
osativa_gt20C_r4_mt41_data,Oryza,sativa,gt20,r4,mt41,41.0072727272727,2.76674257216882,179.632575936528,1.98
osativa_gt20C_r4_mt50_data,Oryza,sativa,gt20,r4,mt50,46.0090909090909,3.08759190650257,179.632575936528,1.98
osativa_gt25C_r1_mt14_data,Oryza,sativa,gt25,r1,mt14,13.9172727272727,0.713798643870508,209.447419063234,3.65
osativa_gt25C_r1_mt23_data,Oryza,sativa,gt25,r1,mt23,22.9709090909091,1.21616817230724,209.447419063234,3.65
osativa_gt25C_r1_mt25_data,Oryza,sativa,gt25,r1,mt25,24.9290909090909,1.37010457235697,209.447419063234,3.65
osativa_gt25C_r1_mt32_data,Oryza,sativa,gt25,r1,mt32,31.9781818181818,2.12866839001678,209.447419063234,3.65
osativa_gt25C_r1_mt41_data,Oryza,sativa,gt25,r1,mt41,41.0027272727273,3.84214775100518,209.447419063234,3.65
osativa_gt25C_r1_mt50_data,Oryza,sativa,gt25,r1,mt50,45.4836363636364,5.20844046750714,209.447419063234,3.65
osativa_gt25C_r2_mt14_data,Oryza,sativa,gt25,r2,mt14,13.9518181818182,0.628079591667968,284.502953425159,4.21
osativa_gt25C_r2_mt23_data,Oryza,sativa,gt25,r2,mt23,22.9845454545455,1.00509092311151,284.502953425159,4.21
osativa_gt25C_r2_mt25_data,Oryza,sativa,gt25,r2,mt25,24.98,1.12068857944129,284.502953425159,4.21
osativa_gt25C_r2_mt32_data,Oryza,sativa,gt25,r2,mt32,32.1472727272727,1.68183231709692,284.502953425159,4.21
osativa_gt25C_r2_mt41_data,Oryza,sativa,gt25,r2,mt41,41.0663636363636,2.87955730683289,284.502953425159,4.21
osativa_gt25C_r2_mt50_data,Oryza,sativa,gt25,r2,mt50,43.3827272727273,3.33078344932261,284.502953425159,4.21
osativa_gt25C_r3_mt14_data,Oryza,sativa,gt25,r3,mt14,13.9436363636364,0.590275977908497,256.76307521027,4.09
osativa_gt25C_r3_mt23_data,Oryza,sativa,gt25,r3,mt23,22.9688888888889,1.18079360172749,256.76307521027,4.09
osativa_gt25C_r3_mt25_data,Oryza,sativa,gt25,r3,mt25,24.9366666666667,1.34218367453107,256.76307521027,4.09
osativa_gt25C_r3_mt32_data,Oryza,sativa,gt25,r3,mt32,31.9645454545455,1.98267804789223,256.76307521027,4.09
osativa_gt25C_r3_mt41_data,Oryza,sativa,gt25,r3,mt41,41.01,2.80558269001109,256.76307521027,4.09
osativa_gt25C_r3_mt50_data,Oryza,sativa,gt25,r3,mt50,45.1336363636364,3.10180598764719,256.76307521027,4.09
osativa_gt30C_r1_mt14_data,Oryza,sativa,gt30,r1,mt14,13.9927272727273,0.378316055836972,238.728721810614,2.61
osativa_gt30C_r1_mt23_data,Oryza,sativa,gt30,r1,mt23,22.9636363636364,0.749155788064543,238.728721810614,2.61
osativa_gt30C_r1_mt30_data,Oryza,sativa,gt30,r1,mt30,29.994,1.20515341468429,238.728721810614,2.61
osativa_gt30C_r1_mt32_data,Oryza,sativa,gt30,r1,mt32,31.9636363636364,1.36389332716337,238.728721810614,2.61
osativa_gt30C_r1_mt41_data,Oryza,sativa,gt30,r1,mt41,40.9918181818182,2.28084114127762,238.728721810614,2.61
osativa_gt30C_r1_mt50_data,Oryza,sativa,gt30,r1,mt50,45.7681818181818,2.89043951019376,238.728721810614,2.61
osativa_gt30C_r2_mt14_data,Oryza,sativa,gt30,r2,mt14,13.9445454545455,0.303556842578231,204.044529862019,2.04
osativa_gt30C_r2_mt23_data,Oryza,sativa,gt30,r2,mt23,22.9918181818182,0.786490677895551,204.044529862019,2.04
osativa_gt30C_r2_mt30_data,Oryza,sativa,gt30,r2,mt30,30.004,1.37527867360263,204.044529862019,2.04
osativa_gt30C_r2_mt32_data,Oryza,sativa,gt30,r2,mt32,31.9809090909091,1.56510375465939,204.044529862019,2.04
osativa_gt30C_r2_mt41_data,Oryza,sativa,gt30,r2,mt41,41.0318181818182,2.41384942277219,204.044529862019,2.04
osativa_gt30C_r2_mt50_data,Oryza,sativa,gt30,r2,mt50,44.1045454545455,2.63554326248915,204.044529862019,2.04
osativa_gt35C_r1_mt14_data,Oryza,sativa,gt35,r1,mt14,13.9309090909091,0.392745799075446,166.977913497426,3.44
osativa_gt35C_r1_mt23_data,Oryza,sativa,gt35,r1,mt23,22.9909090909091,1.17390912463168,166.977913497426,3.44
osativa_gt35C_r1_mt32_data,Oryza,sativa,gt35,r1,mt32,32.0390909090909,2.46102203550702,166.977913497426,3.44
osativa_gt35C_r1_mt41_data,Oryza,sativa,gt35,r1,mt41,41.0509090909091,3.62164666151271,166.977913497426,3.44
osativa_gt35C_r1_mt50_data,Oryza,sativa,gt35,r1,mt50,42.2309090909091,3.7120622572941,166.977913497426,3.44
osativa_gt35C_r2_mt14_data,Oryza,sativa,gt35,r2,mt14,13.925,0.483466881216037,172.704442769979,3.39
osativa_gt35C_r2_mt23_data,Oryza,sativa,gt35,r2,mt23,23.02,1.22969880781545,172.704442769979,3.39
osativa_gt35C_r2_mt32_data,Oryza,sativa,gt35,r2,mt32,32.0618181818182,2.35880162158456,172.704442769979,3.39
osativa_gt35C_r2_mt41_data,Oryza,sativa,gt35,r2,mt41,41.0063636363636,3.42492428401398,172.704442769979,3.39
osativa_gt35C_r2_mt50_data,Oryza,sativa,gt35,r2,mt50,43.9727272727273,3.65150967560267,172.704442769979,3.39
osativa_gt35C_r3_mt14_data,Oryza,sativa,gt35,r3,mt14,13.9363636363636,0.482514073075713,205.930849656271,2.73
osativa_gt35C_r3_mt23_data,Oryza,sativa,gt35,r3,mt23,23.0118181818182,0.921314789844678,205.930849656271,2.73
osativa_gt35C_r3_mt35_data,Oryza,sativa,gt35,r3,mt35,35.0254545454545,1.97781929681703,205.930849656271,2.73
osativa_gt35C_r3_mt32_data,Oryza,sativa,gt35,r3,mt32,31.9963636363636,1.64753978149201,205.930849656271,2.73
osativa_gt35C_r3_mt41_data,Oryza,sativa,gt35,r3,mt41,41.0563636363636,2.78954887000471,205.930849656271,2.73
osativa_gt35C_r3_mt50_data,Oryza,sativa,gt35,r3,mt50,43.6627272727273,3.21009236507019,205.930849656271,2.73
pnigra_gt15C_r1_mt14_data,Pinus,nigra,gt15,r1,mt14,14.0062708469231,0.424570484891194,57.5778562013769,1.32
pnigra_gt15C_r1_mt23_data,Pinus,nigra,gt15,r1,mt23,23.01748173,0.845575608419084,57.5778562013769,1.32
pnigra_gt15C_r1_mt15_data,Pinus,nigra,gt15,r1,mt15,15.0084017984615,0.460971868919877,57.5778562013769,1.32
pnigra_gt15C_r1_mt32_data,Pinus,nigra,gt15,r1,mt32,32.0231613738462,1.50187233770002,57.5778562013769,1.32
pnigra_gt15C_r1_mt41_data,Pinus,nigra,gt15,r1,mt41,41.0262380746154,2.37979604882534,57.5778562013769,1.32
pnigra_gt15C_r1_mt50_data,Pinus,nigra,gt15,r1,mt50,43.99026724,2.70099705077302,57.5778562013769,1.32
